ID	representative	average_score	family_size	rotation_matrix	rotation_type
3000324	1Q5X_A_2_161	0.9703333333333334	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000116	1UTC_A_331_355	1.0	126	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002641	5SZJ_B_534_683	0.8908999999999999	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001039	1X3A_A_8_94	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001805	4ZJB_G_1_76	0.8342767441860467	49	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002822	3AJF_A_22_113	0.78175	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000749	1TX9_A_7_144		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000923	2M2F_A_1_62	1.0	15	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002648	2LS0_1_13_128		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001462	3PT6_B_713_910	0.7211	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000782	1T6O_A_458_506	0.8736	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001650	4G4V_A_75_184	0.8422999999999998	26	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001234	2HFQ_A_1_85		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002683	5EFT_B_4_324	0.9434	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001006	7BLQ_L_71_186	0.771504761904762	22	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000312	1V77_A_7_208	0.64608	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002445	4A56_A_30_122	0.972775	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002677	2KIC_A_1_96		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000120	3TRS_C_2_31	1.0	312	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002213	4NUT_B_239_265		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000544	4LRR_A_1_264	0.9311148148148148	27	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001496	4LD7_M_30_437	0.6878941176470589	17	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000776	2IY5_A_15_84	1.0	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002021	2C95_A_8_176	0.5485737967914439	187	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000118	1M6Y_A_2_114	0.6290316923076923	335	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000924	4GIK_A_6_312	0.9564666666666668	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002825	3TEE_A_1_73	0.70875	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002019	3M4Y_A_226_240	1.0	224	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000588	1L8W_A_52_342		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001668	1WC9_A_12_172	0.7498272727272727	11	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002489	2OXL_A_25_86		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001802	3BY8_A_46_178	0.54599375	16	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000771	4UX5_A_14_128	0.97605	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002026	6M3Q_E_1157_1324	0.5112999999999999	18	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002214	7T9G_Y_18_462	0.6068666666666667	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000543	1MKC_A_62_104	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001491	2WB0_X_386_529	0.70645	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002670	4DGW_A_1_272		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000127	2IQC_A_233_286	1.0	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000315	1K32_A_320_679		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002442	2LGN_A_1_66		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002684	5CHL_A_4_71	0.7826500000000001	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001001	3BWU_D_2_122	0.6646	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001233	1KFU_L_356_514	0.9636666666666668	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000785	2V7Q_H_102_145	0.9539	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001657	1DKG_A_139_197		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001465	2UYW_A_4_122	0.8450307692307693	13	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000517	2E74_A_13_214	0.9035	8	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002240	3J7Y_9_15_137	1.0	1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002072	2XC7_A_7_92		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000725	1CR5_A_108_210	0.7139800000000001	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002416	5LSJ_B_127_203	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001293	1LSH_A_285_620		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000341	2IDB_A_326_491		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000173	1NJH_A_1_116		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002624	2LW9_A_1_51	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001267	1NNV_A_1_107		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001869	2O8R_A_113_317	0.7197999999999999	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001055	1VPU_A_38_81	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000187	1VIB_A_1_55		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001431	1T94_A_127_168	0.8826714285714286	8	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002086	2MCA_A_2_103		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001603	2P62_A_1_241		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000970	3GT5_A_11_399	0.5425152173913045	92	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002871	5BNX_C_68_124		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000528	1I4D_A_23_222	0.646688888888889	18	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001856	2EHB_D_334_430	0.7440900000000001	10	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000984	5U89_B_6_69	0.8774714285714286	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001258	1GK8_A_7_149	0.92975	12	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002081	4CDB_A_126_393	0.5494052631578947	19	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001604	7Q0Y_A_26_289	0.7548555023923444	209	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001436	2JNA_A_1_96	0.7781	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001052	3LVJ_C_4_80	0.7816142857142857	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000180	6WTS_A_19_511	0.8764	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001260	4R3U_D_4_132	0.8216874999999999	8	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000948	3QMN_A_1_125	0.8258266666666666	15	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000174	6D69_A_1062_1353	0.9273333333333332	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002623	2N3D_A_37_139	0.93535	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002411	5X8Y_A_176_351	0.978	11	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001294	5ETQ_A_1_157	0.9400666666666666	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000346	1R6L_A_152_239	0.8496133333333333	15	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002075	2WH6_B_51_72		4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002849	3CJL_A_1_87		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000722	5V8Z_C_158_254	0.8216	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000510	6T4V_B_5_292	0.6528841269841269	63	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002247	3WVO_B_1_412	0.8457	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001851	3AOS_B_4_225	0.5101545454545454	11	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000983	2QNE_A_1_475	0.8311999999999999	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001409	2JR5_A_1_86	0.8248500000000001	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002278	4H9K_A_18_167	0.9735	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000379	1Y2T_A_2_143	0.8227555555555556	9	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000977	5F4C_A_1_90	0.9319	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001099	1GHH_A_1_81		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001064	1BKH_B_4_130	0.7789464285714285	28	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000384	1AUU_A_1_55	0.8886499999999999	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001256	1AZZ_C_6_142	0.9718	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001632	1M5Y_A_25_164	0.6425	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002285	4DXS_B_6862_6885	0.951	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001400	1T23_A_1_93		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000714	2A7U_B_1_105	0.96725	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002043	1XZW_A_1_119	0.8059666666666666	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002271	4Q1Q_A_55_327	0.83275	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000526	1IWG_A_182_273	0.7977000000000001	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002615	6NZK_A_621_685	0.847623076923077	13	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000142	3KIO_C_13_144	0.5135307692307692	13	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001090	2W6K_A_1_139	0.8582666666666666	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000370	2OQ0_B_12_114	0.7476	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002427	4HPQ_F_2_411		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002088	4JDE_A_9_151	0.9433	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001269	6ENS_A_2_186	0.8134857142857141	14	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001867	2FK4_A_4_67	0.7962	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000189	5X4Z_F_72_155	0.907118181818182	14	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002418	5XTC_e_54_112	0.9418	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000941	4NXT_A_358_461	0.6977714285714287	16	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001893	1MZ8_B_446_576	0.6952533333333335	21	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000519	1Z3E_B_245_311	0.9176666666666669	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002840	2KL5_A_12_102		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000377	2JOV_A_1_77		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002420	2J5U_B_116_278	0.93835	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002612	3BBP_F_1578_1607		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000979	4HJ0_B_31_121	0.7179727272727272	18	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000145	1JNI_A_56_104	1.0	23	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001097	3PVP_B_411_505	0.7038000000000001	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002276	5A9Q_Z_65_475	0.5621375000000001	8	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000521	2HJK_A_1_181	0.7738666666666666	66	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000713	6YS3_1_2_62	0.90396	10	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002044	2HVB_A_10_124	0.84085	10	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002282	4COU_A_44_269	0.8377363636363636	12	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001407	1M9J_B_67_481	0.9811777777777776	9	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001635	3A9H_A_33_370	0.8800333333333334	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000383	6FXS_B_5_153	0.9283533333333334	15	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001251	4WJ3_A_1_483	0.883535294117647	17	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001063	1J20_A_171_395	0.9375333333333334	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002847	3GQH_C_802_854	0.8243	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002249	3P04_A_64_140	0.88785	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000946	1QLM_A_1_316	0.9817	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001894	5NRK_B_3_70	0.8863666666666666	13	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000348	2TPT_A_1_70	0.9079	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001438	4NQW_B_7_79	1.0	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001669	1SGO_A_1_139		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000589	1UDE_A_4_172	0.9462464285714284	28	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001803	2P0T_A_22_169		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002488	1XEZ_A_21_105		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000925	2CME_B_9_98	0.917	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000119	2R1J_L_3_58	0.7616863636363637	52	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002018	1ION_A_1_199	0.5901904761904762	106	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002824	3TEE_A_138_198	0.89625	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001232	2P61_A_34_152		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002685	2LIY_A_1_45		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001000	1E8R_A_21_69		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001464	2FJ6_A_1_74	0.92285	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001656	6RWV_A_3_309	0.8239624999999999	8	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002215	4WCK_A_270_341	0.750775	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000542	1HF2_B_100_207	0.9251	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001490	2IJQ_A_14_158	0.9021	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000770	1PPJ_G_1_75	0.9228333333333332	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002027	4G9I_A_157_186	0.9180833333333336	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000314	1M1X_A_1_438	0.9658666666666668	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002443	4JLE_A_19_167		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002671	4DGW_B_89_228		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000126	3MR1_A_2_248	0.889725	24	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002823	3G74_A_1_90	0.84685	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000748	2HH8_A_7_133		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000922	1IRX_A_320_523	0.7001	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002649	2KZ6_A_1_100		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001804	4EQY_A_3_194	0.6023466666666667	45	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001038	1M9L_A_1_198	1.0	1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002676	3J9X_Y_52_134	0.7672199999999999	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000121	1FX7_A_145_230	0.663575	9	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000313	1NQ6_A_1_302	0.5286513513513513	446	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002444	3GZF_A_1_95	0.95885	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000777	3W8M_A_1_184	0.8609399999999999	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002020	6ZY3_G_6_267	0.7578795454545454	100	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002212	2Z34_D_475_496	0.92295	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000545	4IYE_A_1_65	0.7355140625000001	65	(0.522417784, 0.049123272, 0.851273298, -0.19261381, 0.979333639, 0.061692059, -0.83065176, -0.196196228, 0.521083117)	manual
3001497	1NG6_A_1_148	1.0	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000783	1YDU_A_2_170		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001651	1A6D_A_17_145	0.8896333333333333	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001463	1VR8_A_25_154	0.7286	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002682	2WZF_A_9_108	0.9948	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001007	1PDA_A_220_307		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001235	2QNJ_A_325_366	0.7972600000000001	69	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000914	2Q22_A_8_138		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000128	2IJE_S_1028_1259	0.9000166666666667	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002029	2D28_C_4_64		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002815	2KRX_A_1_86		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001658	2QQY_A_1_139	0.6801006329113924	164	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001832	2NVO_A_36_356	0.87435	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002016	1XLY_A_6_237		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001693	1YLX_A_1_100		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000741	3OEI_G_3_85	0.7323714285714286	15	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000573	4LB0_A_1_344	0.7386434782608696	23	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002640	5BYH_M_15_49		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002472	5XPD_A_126_222	0.8765571428571429	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000325	7KUX_E_66_128	0.8275714285714287	28	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001031	4PRO_C_86_166	0.70635	2	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002486	4HPQ_B_11_116		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001203	1WJA_A_1_47	0.9216	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001455	1M9S_A_391_465	0.6714	7	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000587	3THX_B_357_507	0.7985	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001835	1LFP_A_80_247	0.8755333333333333	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001009	1DTD_B_6_66		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000779	1BCC_J_4_62	0.9827	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002812	2B9L_A_56_116	1.0	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001499	7CCC_D_2_249	0.81702	10	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002678	2ZZQ_A_460_606	0.6644153846153846	13	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000913	3LAE_A_1_78	0.7092083333333333	30	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001452	4FKD_A_10_59	0.8486272727272728	24	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000580	3V4H_A_4_155	0.761775	12	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001660	1GOF_A_151_537		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002481	6X2D_A_279_390	0.7858666666666667	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001204	1EKR_A_11_156	0.9453833333333334	6	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3001036	5INT_A_185_399	0.8774799999999999	5	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002475	3BJX_D_1_296	0.9515	3	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000322	3BGT_D_1_245	0.940725	4	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000110	2DGT_A_77_146	0.7937424242424242	234	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3002647	5DA0_A_14_393	0.7067800000000001	10	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
3000574	1YWY_A_23_96		1	(1, 0, 0, 0, 1, 0, 0, 0, 1)	automatic
